track,record_id,subject_or_paper,provider,auto_verdict,human_verdict,notes
A_recovery,7e4dabb5a199588d:p7:q33,7e4dabb5a199588d,"gemini,openai,anthropic",VERIFIED,PENDING,
A_recovery,ee3990aec2dfa279:p2:q9,ee3990aec2dfa279,,HUMAN_REVIEW,PENDING,
A_recovery,10030e374de702ab:p18:q11,10030e374de702ab,,HUMAN_REVIEW,PENDING,
A_recovery,82a7cff8dca5bb40:p5:q30,82a7cff8dca5bb40,"gemini,openai,anthropic",HUMAN_REVIEW,PENDING,
A_recovery,68144ff73f8a4119:p23:q151,68144ff73f8a4119,"gemini,openai,anthropic",VERIFIED,PENDING,
A_recovery,38d7f2187e79f7a7:p25:q166,38d7f2187e79f7a7,"gemini,openai,anthropic",HUMAN_REVIEW,PENDING,
A_recovery,f7a45c960ede2f29:p9:q43,f7a45c960ede2f29,"gemini,openai,anthropic",HUMAN_REVIEW,PENDING,
A_recovery,f5378eb6785774c3:p6:q40,f5378eb6785774c3,,HUMAN_REVIEW,PENDING,
B_mcq,mcq-0552-bb31637a,BIOLOGY,gemini,PENDING,PENDING,
B_mcq,mcq-0474-37cb2461,BIOLOGY,gemini,PENDING,PENDING,
B_mcq,mcq-0291-b206dd16,BIOLOGY,gemini,PENDING,PENDING,
B_mcq,mcq-0260-b1fc70c4,CHEMISTRY,anthropic,PENDING,PENDING,
B_mcq,mcq-0908-f10e93d0,CHEMISTRY,anthropic,PENDING,PENDING,
B_mcq,mcq-0224-907f1ec6,CHEMISTRY,anthropic,PENDING,PENDING,
B_mcq,mcq-0110-f7547391,CHEMISTRY,anthropic,PENDING,PENDING,
B_mcq,mcq-0962-a345bd72,CHEMISTRY,anthropic,PENDING,PENDING,
B_mcq,mcq-0821-be68ab46,CHEMISTRY,anthropic,PENDING,PENDING,
B_mcq,mcq-0730-e36e5b20,PHYSICS,openai,PENDING,PENDING,
B_mcq,mcq-0010-ac93150f,PHYSICS,openai,PENDING,PENDING,
B_mcq,mcq-0487-0bbfea23,PHYSICS,openai,PENDING,PENDING,
B_mcq,mcq-0079-22d7a7df,PHYSICS,openai,PENDING,PENDING,
B_mcq,mcq-0292-f77b82f0,PHYSICS,openai,PENDING,PENDING,
B_mcq,mcq-0112-0681b8f9,PHYSICS,openai,PENDING,PENDING,
B_mcq,mcq-0066-7d3ce308,PHYSICS,gemini,PENDING,PENDING,
B_mcq,mcq-0531-3ac09bf6,PHYSICS,gemini,PENDING,PENDING,
B_mcq,mcq-0486-72b9d648,PHYSICS,gemini,PENDING,PENDING,
B_mcq,mcq-0360-a079f2f8,PHYSICS,gemini,PENDING,PENDING,
B_mcq,mcq-0249-58367e42,PHYSICS,gemini,PENDING,PENDING,
B_mcq,mcq-0900-ac6745c7,PHYSICS,gemini,PENDING,PENDING,
B_mcq,mcq-0475-e1f10b82,CHEMISTRY,openai,PENDING,PENDING,
B_mcq,mcq-0466-54a8ff4e,CHEMISTRY,openai,PENDING,PENDING,
B_mcq,mcq-0223-05ee231a,CHEMISTRY,openai,PENDING,PENDING,
B_mcq,mcq-0361-6d3625cc,CHEMISTRY,openai,PENDING,PENDING,
B_mcq,mcq-0064-6dc24165,CHEMISTRY,openai,PENDING,PENDING,
B_mcq,mcq-0028-ae318065,CHEMISTRY,openai,PENDING,PENDING,
B_mcq,mcq-0464-9cdcdb63,PHYSICS,anthropic,PENDING,PENDING,
B_mcq,mcq-0104-18d80e15,PHYSICS,anthropic,PENDING,PENDING,
B_mcq,mcq-0587-7338cf92,PHYSICS,anthropic,PENDING,PENDING,
B_mcq,mcq-0140-515fbe6e,PHYSICS,anthropic,PENDING,PENDING,
B_mcq,mcq-0596-0c199db4,PHYSICS,anthropic,PENDING,PENDING,
B_mcq,mcq-0086-1edd7020,PHYSICS,anthropic,PENDING,PENDING,
B_mcq,mcq-0267-c10424d4,PHYSICS,gemini,PENDING,PENDING,
B_mcq,mcq-0045-b6e65d87,CHEMISTRY,gemini,PENDING,PENDING,
B_mcq,mcq-0132-ff4906e2,CHEMISTRY,gemini,PENDING,PENDING,
B_mcq,mcq-0366-945f33d6,CHEMISTRY,gemini,PENDING,PENDING,
B_mcq,mcq-0303-0232cc83,CHEMISTRY,gemini,PENDING,PENDING,
B_mcq,mcq-0559-edb28e6d,BIOLOGY,openai,PENDING,PENDING,
B_mcq,mcq-0517-355c22fd,BIOLOGY,openai,PENDING,PENDING,
B_mcq,mcq-0457-8f5acfbc,BIOLOGY,openai,PENDING,PENDING,
B_mcq,mcq-0982-d36477d6,BIOLOGY,openai,PENDING,PENDING,
B_mcq,mcq-0580-0bf27f30,BIOLOGY,openai,PENDING,PENDING,
B_mcq,mcq-0394-d3728277,BIOLOGY,openai,PENDING,PENDING,
B_mcq,mcq-0393-6e3bec14,BIOLOGY,gemini,PENDING,PENDING,
B_mcq,mcq-0606-d947f3fa,BIOLOGY,gemini,PENDING,PENDING,
B_mcq,mcq-0333-020a9ff8,BIOLOGY,gemini,PENDING,PENDING,
B_mcq,mcq-0732-6257467c,BIOLOGY,gemini,PENDING,PENDING,
B_mcq,mcq-0204-2bad8fa0,BIOLOGY,gemini,PENDING,PENDING,
B_mcq,mcq-0321-1df62fdf,BIOLOGY,gemini,PENDING,PENDING,
B_mcq,mcq-0600-0080faf9,CHEMISTRY,gemini,PENDING,PENDING,
B_mcq,mcq-0318-2cbd6ca5,CHEMISTRY,gemini,PENDING,PENDING,
B_mcq,mcq-0375-f2cb4d16,CHEMISTRY,gemini,PENDING,PENDING,
B_mcq,mcq-0105-04edb029,CHEMISTRY,gemini,PENDING,PENDING,
B_mcq,mcq-0054-ce78db05,CHEMISTRY,gemini,PENDING,PENDING,
B_mcq,mcq-0465-8316d11c,CHEMISTRY,gemini,PENDING,PENDING,
B_mcq,mcq-0656-7fe00813,BIOLOGY,anthropic,PENDING,PENDING,
B_mcq,mcq-0695-7da591df,BIOLOGY,anthropic,PENDING,PENDING,
B_mcq,mcq-0521-4e63be0a,BIOLOGY,anthropic,PENDING,PENDING,
B_mcq,mcq-0173-cde066f0,BIOLOGY,anthropic,PENDING,PENDING,
B_mcq,mcq-0131-fc3d15ad,BIOLOGY,anthropic,PENDING,PENDING,
B_mcq,mcq-0059-1602797f,BIOLOGY,anthropic,PENDING,PENDING,
B_mcq,mcq-0057-430b2de8,BIOLOGY,gemini,PENDING,PENDING,
B_mcq,mcq-0120-86ab1622,BIOLOGY,gemini,PENDING,PENDING,
B_mcq,mcq-0288-fd95c884,BIOLOGY,gemini,PENDING,PENDING,
B_mcq,mcq-0504-9b6ebde1,BIOLOGY,gemini,PENDING,PENDING,
B_mcq,mcq-0975-7ea4067b,BIOLOGY,gemini,PENDING,PENDING,
B_mcq,mcq-0423-29c7ce6b,BIOLOGY,gemini,PENDING,PENDING,
B_mcq,mcq-0903-528dab31,CHEMISTRY,gemini,PENDING,PENDING,
B_mcq,mcq-0231-299b6860,CHEMISTRY,gemini,PENDING,PENDING,
B_mcq,mcq-0024-0478dc38,CHEMISTRY,gemini,PENDING,PENDING,
B_mcq,mcq-0510-2515f66e,CHEMISTRY,gemini,PENDING,PENDING,
B_mcq,mcq-0693-d0e06530,CHEMISTRY,gemini,PENDING,PENDING,
B_mcq,mcq-0297-9b288bdf,CHEMISTRY,gemini,PENDING,PENDING,
B_mcq,mcq-0162-7c12b92c,PHYSICS,gemini,PENDING,PENDING,
B_mcq,mcq-0603-580d4b93,PHYSICS,gemini,PENDING,PENDING,
B_mcq,mcq-0294-f459ac0a,PHYSICS,gemini,PENDING,PENDING,
B_mcq,mcq-0180-4f5c33ba,PHYSICS,gemini,PENDING,PENDING,
B_mcq,mcq-0768-1777baf9,PHYSICS,gemini,PENDING,PENDING,
B_mcq,mcq-0270-45992467,PHYSICS,gemini,PENDING,PENDING,
B_mcq,mcq-0073-b833a3a7,CHEMISTRY,openai,PENDING,PENDING,
B_mcq,mcq-0827-0518e1d7,CHEMISTRY,anthropic,PENDING,PENDING,
B_mcq,mcq-0076-2184d096,BIOLOGY,openai,PENDING,PENDING,
B_mcq,mcq-0463-0f66f9c4,PHYSICS,openai,PENDING,PENDING,
B_mcq,mcq-0617-978cac40,BIOLOGY,anthropic,PENDING,PENDING,
B_mcq,mcq-0845-7b2a129b,CHEMISTRY,anthropic,PENDING,PENDING,
B_mcq,mcq-0769-995fffd9,PHYSICS,openai,PENDING,PENDING,
B_mcq,mcq-0276-eb2ce531,CHEMISTRY,gemini,PENDING,PENDING,
B_mcq,mcq-0170-e4ecdd1c,PHYSICS,anthropic,PENDING,PENDING,
B_mcq,mcq-0652-0a873006,PHYSICS,openai,PENDING,PENDING,
B_mcq,mcq-0959-aa1a4f28,CHEMISTRY,anthropic,PENDING,PENDING,
B_mcq,mcq-0007-797c48b5,CHEMISTRY,openai,PENDING,PENDING,
B_mcq,mcq-0201-63c4980b,CHEMISTRY,gemini,PENDING,PENDING,
B_mcq,mcq-0832-cd1940d3,PHYSICS,openai,PENDING,PENDING,
B_mcq,mcq-0545-374562ae,CHEMISTRY,anthropic,PENDING,PENDING,
B_mcq,mcq-0940-a04b2852,BIOLOGY,openai,PENDING,PENDING,
B_mcq,mcq-0563-ca8a3c15,CHEMISTRY,anthropic,PENDING,PENDING,
B_mcq,mcq-0130-30bb3f6d,BIOLOGY,openai,PENDING,PENDING,
B_mcq,mcq-0871-af6fe17a,BIOLOGY,openai,PENDING,PENDING,
B_mcq,mcq-0854-3d5e2d21,BIOLOGY,anthropic,PENDING,PENDING,
